participant,block_number,trial_number,choice,reward,Q1,Q2,Q3
67acd3c9faab3a14dfe87135,5,7,1,0,0.0643956537303979,0.49252060506954953,0.3767147956459177
67acd3c9faab3a14dfe87135,5,8,2,0,0.04502734858124397,0.49252060506954953,0.3767147956459177
67acd3c9faab3a14dfe87135,5,9,3,1,0.04502734858124397,0.2943768493094355,0.3767147956459177
67acd3c9faab3a14dfe87135,5,10,1,0,0.04502734858124397,0.2943768493094355,0.5641807820305079
67acd3c9faab3a14dfe87135,5,11,2,1,0.031484458508600655,0.2943768493094355,0.5641807820305079
67acd3c9faab3a14dfe87135,5,12,3,1,0.031484458508600655,0.5066076594844078,0.5641807820305079
67acd3c9faab3a14dfe87135,5,13,1,0,0.031484458508600655,0.5066076594844078,0.6952624494529193
67acd3c9faab3a14dfe87135,5,14,3,0,0.022014869647694623,0.5066076594844078,0.6952624494529193
67acd3c9faab3a14dfe87135,5,15,2,0,0.022014869647694623,0.5066076594844078,0.4861478216117081
67acd3c9faab3a14dfe87135,5,16,1,0,0.022014869647694623,0.3542348714782614,0.4861478216117081
67acd3c9faab3a14dfe87135,5,17,2,1,0.015393452791089269,0.3542348714782614,0.4861478216117081
67acd3c9faab3a14dfe87135,5,18,2,1,0.015393452791089269,0.548462136308611,0.4861478216117081
67acd3c9faab3a14dfe87135,5,19,3,0,0.015393452791089269,0.6842714940595542,0.4861478216117081
67acd3c9faab3a14dfe87135,5,20,1,0,0.015393452791089269,0.6842714940595542,0.33992879120481223
67acd3c9faab3a14dfe87135,5,21,1,0,0.010763561730293605,0.6842714940595542,0.33992879120481223
67acd3c9faab3a14dfe87135,5,22,3,1,0.007526204307757321,0.6842714940595542,0.33992879120481223
67acd3c9faab3a14dfe87135,5,23,2,0,0.007526204307757321,0.6842714940595542,0.5384589314446984
67acd3c9faab3a14dfe87135,5,24,1,0,0.007526204307757321,0.47049101398172044,0.5384589314446984
67acd3c9faab3a14dfe87135,5,25,2,0,0.005262547601631255,0.47049101398172044,0.5384589314446984
67acd3c9faab3a14dfe87135,6,1,3,1,0.005262547601631255,0.33455505686580933,0.5384589314446984
67acd3c9faab3a14dfe87135,6,2,2,1,0.005262547601631255,0.33455505686580933,0.6772769774683207
67acd3c9faab3a14dfe87135,6,3,3,0,0.005262547601631255,0.5347014519441944,0.6772769774683207
67acd3c9faab3a14dfe87135,6,4,1,1,0.005262547601631255,0.5347014519441944,0.4735718513021757
67acd3c9faab3a14dfe87135,6,5,2,1,0.4492110393504199,0.5347014519441944,0.4735718513021757
67acd3c9faab3a14dfe87135,6,6,1,1,0.4492110393504199,0.6746496325952486,0.4735718513021757
67acd3c9faab3a14dfe87135,6,7,2,0,0.5136513913870211,0.6746496325952486,0.4735718513021757
67acd3c9faab3a14dfe87135,6,8,3,1,0.5136513913870211,0.4717347310591367,0.4735718513021757
67acd3c9faab3a14dfe87135,6,9,3,0,0.5136513913870211,0.4717347310591367,0.6319060505402616
67acd3c9faab3a14dfe87135,6,10,3,1,0.5136513913870211,0.4717347310591367,0.4418471816743813
67acd3c9faab3a14dfe87135,6,11,1,0,0.5136513913870211,0.4717347310591367,0.6097232384530662
67acd3c9faab3a14dfe87135,6,12,1,1,0.3121269866303344,0.4717347310591367,0.6097232384530662
67acd3c9faab3a14dfe87135,6,13,1,0,0.551905925660258,0.4717347310591367,0.6097232384530662
67acd3c9faab3a14dfe87135,6,14,1,0,0.32922183098206803,0.4717347310591367,0.6097232384530662
67acd3c9faab3a14dfe87135,6,15,3,0,0.2698386682405512,0.4717347310591367,0.6097232384530662
67acd3c9faab3a14dfe87135,6,16,3,1,0.2698386682405512,0.4717347310591367,0.4263363127328397
67acd3c9faab3a14dfe87135,6,17,3,1,0.2698386682405512,0.4717347310591367,0.5988775857791745
67acd3c9faab3a14dfe87135,6,18,1,1,0.2698386682405512,0.4717347310591367,0.7195234628329211
67acd3c9faab3a14dfe87135,6,19,2,1,0.4951312651198666,0.4717347310591367,0.7195234628329211
67acd3c9faab3a14dfe87135,6,20,2,1,0.4951312651198666,0.6306214795266851,0.7195234628329211
67acd3c9faab3a14dfe87135,6,21,3,0,0.4951312651198666,0.7417197179179764,0.7195234628329211
67acd3c9faab3a14dfe87135,6,22,1,1,0.4951312651198666,0.7417197179179764,0.5011337472823443
67acd3c9faab3a14dfe87135,6,23,3,0,0.6430083803158338,0.7417197179179764,0.5011337472823443
67acd3c9faab3a14dfe87135,6,24,1,1,0.6430083803158338,0.7417197179179764,0.3517905197367354
67acd3c9faab3a14dfe87135,6,25,1,0,0.7503809816542751,0.7417197179179764,0.3517905197367354
67dae998d8f2cfb8a8e3bf03,1,1,2,0,0.5,0.5,0.5
67dae998d8f2cfb8a8e3bf03,1,2,3,0,0.5,0.2508157911617629,0.5
67dae998d8f2cfb8a8e3bf03,1,3,1,0,0.5,0.2508157911617629,0.2508157911617629
67dae998d8f2cfb8a8e3bf03,1,4,2,1,0.2508157911617629,0.2508157911617629,0.2508157911617629
67dae998d8f2cfb8a8e3bf03,1,5,2,0,0.2508157911617629,0.624185545452348,0.2508157911617629
67dae998d8f2cfb8a8e3bf03,1,6,1,1,0.2508157911617629,0.3131111772632831,0.2508157911617629
67dae998d8f2cfb8a8e3bf03,1,7,3,1,0.624185545452348,0.3131111772632831,0.2508157911617629
67dae998d8f2cfb8a8e3bf03,1,8,2,1,0.624185545452348,0.3131111772632831,0.624185545452348
67dae998d8f2cfb8a8e3bf03,1,9,3,1,0.624185545452348,0.6554348771489251,0.624185545452348
67dae998d8f2cfb8a8e3bf03,1,10,2,1,0.624185545452348,0.6554348771489251,0.8114795949397574
67dae998d8f2cfb8a8e3bf03,1,11,3,1,0.624185545452348,0.827155246636154,0.8114795949397574
67dae998d8f2cfb8a8e3bf03,1,12,2,0,0.624185545452348,0.827155246636154,0.9054322039207034
67dae998d8f2cfb8a8e3bf03,1,13,1,0,0.624185545452348,0.41492718855304705,0.9054322039207034
67dae998d8f2cfb8a8e3bf03,1,14,3,1,0.3131111772632831,0.41492718855304705,0.9054322039207034
67dae998d8f2cfb8a8e3bf03,1,15,2,0,0.3131111772632831,0.41492718855304705,0.9525618012048918
67dae998d8f2cfb8a8e3bf03,1,16,3,1,0.3131111772632831,0.20814058804707633,0.9525618012048918
67dae998d8f2cfb8a8e3bf03,1,17,3,1,0.3131111772632831,0.20814058804707633,0.9762034974051049
67dae998d8f2cfb8a8e3bf03,1,18,3,1,0.3131111772632831,0.20814058804707633,0.9880629202781193
67dae998d8f2cfb8a8e3bf03,1,19,3,1,0.3131111772632831,0.20814058804707633,0.9940119823052961
67dae998d8f2cfb8a8e3bf03,1,20,3,1,0.3131111772632831,0.20814058804707633,0.9969962203203151
67dae998d8f2cfb8a8e3bf03,1,21,3,1,0.3131111772632831,0.20814058804707633,0.9984932087337539
67dae998d8f2cfb8a8e3bf03,1,22,3,1,0.3131111772632831,0.20814058804707633,0.9992441456222139
67dae998d8f2cfb8a8e3bf03,1,23,3,1,0.3131111772632831,0.20814058804707633,0.99962083940983
67dae998d8f2cfb8a8e3bf03,1,24,3,1,0.3131111772632831,0.20814058804707633,0.9998098009831746
67dae998d8f2cfb8a8e3bf03,1,25,3,1,0.3131111772632831,0.20814058804707633,0.9999045901168404
67dae998d8f2cfb8a8e3bf03,2,1,3,0,0.3131111772632831,0.20814058804707633,0.9999521393624402
67dae998d8f2cfb8a8e3bf03,2,2,2,0,0.3131111772632831,0.20814058804707633,0.5016075739016157
67dae998d8f2cfb8a8e3bf03,2,3,1,0,0.3131111772632831,0.10440990012315121,0.5016075739016157
67dae998d8f2cfb8a8e3bf03,2,4,3,0,0.1570664594724508,0.10440990012315121,0.5016075739016157
67dae998d8f2cfb8a8e3bf03,2,5,2,1,0.1570664594724508,0.10440990012315121,0.2516222121612374
67dae998d8f2cfb8a8e3bf03,2,6,2,1,0.1570664594724508,0.5507437272199354,0.2516222121612374
67dae998d8f2cfb8a8e3bf03,2,7,2,1,0.1570664594724508,0.7746388580924352,0.2516222121612374
67dae998d8f2cfb8a8e3bf03,2,8,2,1,0.1570664594724508,0.8869517253003096,0.2516222121612374
67dae998d8f2cfb8a8e3bf03,2,9,2,1,0.1570664594724508,0.9432914083077307,0.2516222121612374
67dae998d8f2cfb8a8e3bf03,2,10,2,1,0.1570664594724508,0.9715531747567047,0.2516222121612374
67dae998d8f2cfb8a8e3bf03,2,11,2,0,0.1570664594724508,0.9857301710695534,0.2516222121612374
67dae998d8f2cfb8a8e3bf03,2,12,2,1,0.1570664594724508,0.49447338364935023,0.2516222121612374
67dae998d8f2cfb8a8e3bf03,2,13,2,0,0.1570664594724508,0.7470017677877624,0.2516222121612374
67dae998d8f2cfb8a8e3bf03,2,14,2,1,0.1570664594724508,0.374423778690379,0.2516222121612374
67dae998d8f2cfb8a8e3bf03,2,15,2,1,0.1570664594724508,0.6861912182857428,0.2516222121612374
67dae998d8f2cfb8a8e3bf03,2,16,2,1,0.1570664594724508,0.8425836013313914,0.2516222121612374
67dae998d8f2cfb8a8e3bf03,2,17,2,0,0.1570664594724508,0.921034957867837,0.2516222121612374
67dae998d8f2cfb8a8e3bf03,2,18,2,0,0.1570664594724508,0.4620202190322906,0.2516222121612374
67dae998d8f2cfb8a8e3bf03,2,19,2,1,0.1570664594724508,0.2317639416880786,0.2516222121612374
67dae998d8f2cfb8a8e3bf03,2,20,2,1,0.1570664594724508,0.6146285397185618,0.2516222121612374
67dae998d8f2cfb8a8e3bf03,2,21,2,1,0.1570664594724508,0.8066855006564064,0.2516222121612374
67dae998d8f2cfb8a8e3bf03,2,22,2,1,0.1570664594724508,0.9030273355280447,0.2516222121612374
67dae998d8f2cfb8a8e3bf03,2,23,2,0,0.1570664594724508,0.9513554435696746,0.2516222121612374
67dae998d8f2cfb8a8e3bf03,2,24,2,1,0.1570664594724508,0.47722993276380116,0.2516222121612374
67dae998d8f2cfb8a8e3bf03,2,25,2,1,0.1570664594724508,0.7377620327258532,0.2516222121612374
67dae998d8f2cfb8a8e3bf03,3,1,3,1,0.1570664594724508,0.8684531520797418,0.2516222121612374
67dae998d8f2cfb8a8e3bf03,3,2,3,1,0.1570664594724508,0.8684531520797418,0.6282947121384926
67dae998d8f2cfb8a8e3bf03,3,3,3,1,0.1570664594724508,0.8684531520797418,0.8116825237218597
67dae998d8f2cfb8a8e3bf03,3,4,3,0,0.1570664594724508,0.8684531520797418,0.9055340008289592
67dae998d8f2cfb8a8e3bf03,3,5,3,0,0.1570664594724508,0.8684531520797418,0.45424444878826353
67dae998d8f2cfb8a8e3bf03,3,6,3,0,0.1570664594724508,0.8684531520797418,0.22786336926409623
67dae998d8f2cfb8a8e3bf03,3,7,2,0,0.1570664594724508,0.8684531520797418,0.1143034713910957
67dae998d8f2cfb8a8e3bf03,3,8,1,1,0.1570664594724508,0.43564352519513366,0.1143034713910957
67dae998d8f2cfb8a8e3bf03,3,9,1,0,0.5771579198643757,0.43564352519513366,0.1143034713910957
67dae998d8f2cfb8a8e3bf03,3,10,1,1,0.2895206339843093,0.43564352519513366,0.1143034713910957
67dae998d8f2cfb8a8e3bf03,3,11,1,1,0.643601114547967,0.43564352519513366,0.1143034713910957
67dae998d8f2cfb8a8e3bf03,3,12,1,0,0.8212190567886133,0.43564352519513366,0.1143034713910957
67dae998d8f2cfb8a8e3bf03,3,13,2,0,0.4119494077188225,0.43564352519513366,0.1143034713910957
67dae998d8f2cfb8a8e3bf03,3,14,3,1,0.4119494077188225,0.21853255873674193,0.1143034713910957
67dae998d8f2cfb8a8e3bf03,3,15,3,0,0.4119494077188225,0.21853255873674193,0.5557066559114219
67dae998d8f2cfb8a8e3bf03,3,16,1,0,0.4119494077188225,0.21853255873674193,0.2787600027411117
67dae998d8f2cfb8a8e3bf03,3,17,2,1,0.2066468388042237,0.21853255873674193,0.2787600027411117
67dae998d8f2cfb8a8e3bf03,3,18,3,1,0.2066468388042237,0.6079912597146608,0.2787600027411117
67dae998d8f2cfb8a8e3bf03,3,19,2,1,0.2066468388042237,0.6079912597146608,0.6382032419496549
67dae998d8f2cfb8a8e3bf03,3,20,3,1,0.2066468388042237,0.803356031018405,0.6382032419496549
67dae998d8f2cfb8a8e3bf03,3,21,2,0,0.2066468388042237,0.803356031018405,0.8185113132350827
67dae998d8f2cfb8a8e3bf03,3,22,3,0,0.2066468388042237,0.4029887504703814,0.8185113132350827
67dae998d8f2cfb8a8e3bf03,3,23,1,1,0.2066468388042237,0.4029887504703814,0.4105911178845344
67dae998d8f2cfb8a8e3bf03,3,24,2,0,0.6020290058039606,0.4029887504703814,0.4105911178845344
67dae998d8f2cfb8a8e3bf03,3,25,3,0,0.6020290058039606,0.2021518902484581,0.4105911178845344
67dae998d8f2cfb8a8e3bf03,4,1,2,1,0.6020290058039606,0.2021518902484581,0.20596547761940898
67dae998d8f2cfb8a8e3bf03,4,2,3,1,0.6020290058039606,0.5997741976068098,0.20596547761940898
67dae998d8f2cfb8a8e3bf03,4,3,2,1,0.6020290058039606,0.5997741976068098,0.6016872134463533
67dae998d8f2cfb8a8e3bf03,4,4,3,0,0.6020290058039606,0.7992340922386133,0.6016872134463533
67dae998d8f2cfb8a8e3bf03,4,5,2,0,0.6020290058039606,0.7992340922386133,0.3018253037534438
67dae998d8f2cfb8a8e3bf03,4,6,1,0,0.6020290058039606,0.4009210552484922,0.3018253037534438
67dae998d8f2cfb8a8e3bf03,4,7,2,1,0.30199675763650435,0.4009210552484922,0.3018253037534438
67dae998d8f2cfb8a8e3bf03,4,8,3,0,0.30199675763650435,0.6994830863773147,0.3018253037534438
67dae998d8f2cfb8a8e3bf03,4,9,2,0,0.30199675763650435,0.6994830863773147,0.15140510882215444
67dae998d8f2cfb8a8e3bf03,4,10,2,0,0.30199675763650435,0.3508828034314975,0.15140510882215444
67dae998d8f2cfb8a8e3bf03,4,11,3,1,0.30199675763650435,0.17601390170205475,0.15140510882215444
67dae998d8f2cfb8a8e3bf03,4,12,1,0,0.30199675763650435,0.17601390170205475,0.5743180074216159
67dae998d8f2cfb8a8e3bf03,4,13,3,0,0.15149111552963884,0.17601390170205475,0.5743180074216159
67dae998d8f2cfb8a8e3bf03,4,14,2,1,0.15149111552963884,0.17601390170205475,0.2880960440695257
67dae998d8f2cfb8a8e3bf03,4,15,3,1,0.15149111552963884,0.5866625565294152,0.2880960440695257
67dae998d8f2cfb8a8e3bf03,4,16,2,0,0.15149111552963884,0.5866625565294152,0.6428864951516745
67dae998d8f2cfb8a8e3bf03,4,17,3,1,0.15149111552963884,0.29428846074682624,0.6428864951516745
67dae998d8f2cfb8a8e3bf03,4,18,3,1,0.15149111552963884,0.29428846074682624,0.820860581062426
67dae998d8f2cfb8a8e3bf03,4,19,3,1,0.15149111552963884,0.29428846074682624,0.9101380026076211
67dae998d8f2cfb8a8e3bf03,4,20,3,1,0.15149111552963884,0.29428846074682624,0.954922378437923
67dae998d8f2cfb8a8e3bf03,4,21,3,1,0.15149111552963884,0.29428846074682624,0.9773876375460533
67dae998d8f2cfb8a8e3bf03,4,22,3,1,0.15149111552963884,0.29428846074682624,0.9886569224213294
67dae998d8f2cfb8a8e3bf03,4,23,3,0,0.15149111552963884,0.29428846074682624,0.9943099525789111
67dae998d8f2cfb8a8e3bf03,4,24,3,0,0.15149111552963884,0.29428846074682624,0.49877727396968263
67dae998d8f2cfb8a8e3bf03,4,25,3,1,0.15149111552963884,0.29428846074682624,0.25020244383956675
67dae998d8f2cfb8a8e3bf03,5,1,2,1,0.15149111552963884,0.29428846074682624,0.6250768085634362
67dae998d8f2cfb8a8e3bf03,5,2,3,0,0.15149111552963884,0.6459928075550048,0.6250768085634362
67dae998d8f2cfb8a8e3bf03,5,3,2,0,0.15149111552963884,0.6459928075550048,0.31295684342321706
67dae998d8f2cfb8a8e3bf03,5,4,1,0,0.15149111552963884,0.32405038817574616,0.31295684342321706
67dae998d8f2cfb8a8e3bf03,5,5,3,0,0.07599273344027718,0.32405038817574616,0.31295684342321706
67dae998d8f2cfb8a8e3bf03,5,6,2,1,0.07599273344027718,0.32405038817574616,0.156989042080738
67dae998d8f2cfb8a8e3bf03,5,7,1,1,0.07599273344027718,0.6609223308299389,0.156989042080738
67dae998d8f2cfb8a8e3bf03,5,8,3,1,0.5364887772224487,0.6609223308299389,0.156989042080738
67dae998d8f2cfb8a8e3bf03,5,9,2,1,0.5364887772224487,0.6609223308299389,0.5771190855244717
67dae998d8f2cfb8a8e3bf03,5,10,1,1,0.5364887772224487,0.8299079268320646,0.5771190855244717
67dae998d8f2cfb8a8e3bf03,5,11,3,0,0.7674881237945177,0.8299079268320646,0.5771190855244717
67dae998d8f2cfb8a8e3bf03,5,12,2,1,0.7674881237945177,0.8299079268320646,0.28950115378756147
67dae998d8f2cfb8a8e3bf03,5,13,1,0,0.7674881237945177,0.9146764376747958,0.28950115378756147
67dae998d8f2cfb8a8e3bf03,5,14,2,1,0.3849962727147214,0.9146764376747958,0.28950115378756147
67dae998d8f2cfb8a8e3bf03,5,15,3,1,0.3849962727147214,0.9571990012505693,0.28950115378756147
67dae998d8f2cfb8a8e3bf03,5,16,2,0,0.3849962727147214,0.9571990012505693,0.6435913428334741
67dae998d8f2cfb8a8e3bf03,5,17,1,1,0.3849962727147214,0.4801612460491683,0.6435913428334741
67dae998d8f2cfb8a8e3bf03,5,18,3,1,0.6914947110833309,0.4801612460491683,0.6435913428334741
67dae998d8f2cfb8a8e3bf03,5,19,2,1,0.6914947110833309,0.4801612460491683,0.8212141550717786
67dae998d8f2cfb8a8e3bf03,5,20,3,1,0.6914947110833309,0.739232472212811,0.8212141550717786
67dae998d8f2cfb8a8e3bf03,5,21,2,1,0.6914947110833309,0.739232472212811,0.9103153665812367
67dae998d8f2cfb8a8e3bf03,5,22,3,1,0.6914947110833309,0.8691907710819666,0.9103153665812367
67dae998d8f2cfb8a8e3bf03,5,23,2,0,0.6914947110833309,0.8691907710819666,0.9550113498546582
67dae998d8f2cfb8a8e3bf03,5,24,3,1,0.6914947110833309,0.43601353825681693,0.9550113498546582
67dae998d8f2cfb8a8e3bf03,5,25,2,1,0.6914947110833309,0.43601353825681693,0.977432268443669
67dae998d8f2cfb8a8e3bf03,6,1,1,1,0.6914947110833309,0.7170865866964101,0.977432268443669
67dae998d8f2cfb8a8e3bf03,6,2,3,0,0.8452439988721752,0.7170865866964101,0.977432268443669
67dae998d8f2cfb8a8e3bf03,6,3,2,0,0.8452439988721752,0.7170865866964101,0.49031089302620967
67dae998d8f2cfb8a8e3bf03,6,4,3,0,0.8452439988721752,0.359713276817016,0.49031089302620967
67dae998d8f2cfb8a8e3bf03,6,5,2,0,0.8452439988721752,0.359713276817016,0.24595543880696197
67dae998d8f2cfb8a8e3bf03,6,6,1,1,0.8452439988721752,0.1804435470714097,0.24595543880696197
67dae998d8f2cfb8a8e3bf03,6,7,1,0,0.9223694963803295,0.1804435470714097,0.24595543880696197
67dae998d8f2cfb8a8e3bf03,6,8,1,1,0.46268966526844957,0.1804435470714097,0.24595543880696197
67dae998d8f2cfb8a8e3bf03,6,9,1,0,0.7304681745387132,0.1804435470714097,0.24595543880696197
67dae998d8f2cfb8a8e3bf03,6,10,1,0,0.3664259042179143,0.1804435470714097,0.24595543880696197
67dae998d8f2cfb8a8e3bf03,6,11,2,0,0.1838108132848068,0.1804435470714097,0.24595543880696197
67dae998d8f2cfb8a8e3bf03,6,12,3,1,0.1838108132848068,0.09051618948515552,0.24595543880696197
67dae998d8f2cfb8a8e3bf03,6,13,3,1,0.1838108132848068,0.09051618948515552,0.6217474439714785
67dae998d8f2cfb8a8e3bf03,6,14,3,0,0.1838108132848068,0.09051618948515552,0.8102565685702947
67dae998d8f2cfb8a8e3bf03,6,15,2,0,0.1838108132848068,0.09051618948515552,0.4064502787349991
67dae998d8f2cfb8a8e3bf03,6,16,1,0,0.1838108132848068,0.04540578510838848,0.4064502787349991
67dae998d8f2cfb8a8e3bf03,6,17,3,1,0.0922053167937205,0.04540578510838848,0.4064502787349991
67dae998d8f2cfb8a8e3bf03,6,18,2,0,0.0922053167937205,0.04540578510838848,0.7022567202505527
67dae998d8f2cfb8a8e3bf03,6,19,3,0,0.0922053167937205,0.022776979726298493,0.7022567202505527
67dae998d8f2cfb8a8e3bf03,6,20,2,0,0.0922053167937205,0.022776979726298493,0.3522741462164215
67dae998d8f2cfb8a8e3bf03,6,21,1,0,0.0922053167937205,0.01142565484193998,0.3522741462164215
67dae998d8f2cfb8a8e3bf03,6,22,1,0,0.04625310486582525,0.01142565484193998,0.3522741462164215
67dae998d8f2cfb8a8e3bf03,6,23,3,0,0.023202022172515727,0.01142565484193998,0.3522741462164215
67dae998d8f2cfb8a8e3bf03,6,24,2,1,0.023202022172515727,0.01142565484193998,0.17671184343464935
67dae998d8f2cfb8a8e3bf03,6,25,2,0,0.023202022172515727,0.5040998884829362,0.17671184343464935
67f6a640d2046b13fcf33328,1,1,3,1,0.5,0.5,0.5
67f6a640d2046b13fcf33328,1,2,2,1,0.5,0.5,0.6897811406603811
67f6a640d2046b13fcf33328,1,3,1,0,0.5,0.6897811406603811,0.6897811406603811
67f6a640d2046b13fcf33328,1,4,3,1,0.31021885933961885,0.6897811406603811,0.6897811406603811
67f6a640d2046b13fcf33328,1,5,3,0,0.31021885933961885,0.6897811406603811,0.8075285186075372
67f6a640d2046b13fcf33328,1,6,2,1,0.31021885933961885,0.6897811406603811,0.5002230276634021
67f6a640d2046b13fcf33328,1,7,2,0,0.31021885933961885,0.8075285186075372,0.5002230276634021
67f6a640d2046b13fcf33328,1,8,1,1,0.31021885933961885,0.5002230276634021,0.5002230276634021
67f6a640d2046b13fcf33328,1,9,3,0,0.5720337627132251,0.5002230276634021,0.5002230276634021
67f6a640d2046b13fcf33328,1,10,1,1,0.5720337627132251,0.5002230276634021,0.31085242046683803
67f6a640d2046b13fcf33328,1,11,2,1,0.734473604056556,0.5002230276634021,0.31085242046683803
67f6a640d2046b13fcf33328,1,12,3,1,0.734473604056556,0.6904147017876003,0.31085242046683803
67f6a640d2046b13fcf33328,1,13,1,0,0.734473604056556,0.6904147017876003,0.5724268479402286
67f6a640d2046b13fcf33328,1,14,2,0,0.45569512731436174,0.6904147017876003,0.5724268479402286
67f6a640d2046b13fcf33328,1,15,1,0,0.45569512731436174,0.4283593225137784,0.5724268479402286
67f6a640d2046b13fcf33328,1,16,3,0,0.2827304452122476,0.4283593225137784,0.5724268479402286
67f6a640d2046b13fcf33328,1,17,1,1,0.2827304452122476,0.4283593225137784,0.35515520764138553
67f6a640d2046b13fcf33328,1,18,3,1,0.5549789137658332,0.4283593225137784,0.35515520764138553
67f6a640d2046b13fcf33328,1,19,1,1,0.5549789137658332,0.4283593225137784,0.5999139681378133
67f6a640d2046b13fcf33328,1,20,3,1,0.7238921324849517,0.4283593225137784,0.5999139681378133
67f6a640d2046b13fcf33328,1,21,1,0,0.7238921324849517,0.4283593225137784,0.751771535106668
67f6a640d2046b13fcf33328,1,22,2,0,0.4491299832328555,0.4283593225137784,0.751771535106668
67f6a640d2046b13fcf33328,1,23,3,0,0.4491299832328555,0.26577028084903564,0.751771535106668
67f6a640d2046b13fcf33328,1,24,3,1,0.4491299832328555,0.26577028084903564,0.4664274161937685
67f6a640d2046b13fcf33328,1,25,3,0,0.4491299832328555,0.26577028084903564,0.6689514433624877
67f6a640d2046b13fcf33328,2,1,3,1,0.4491299832328555,0.26577028084903564,0.41504270741924204
67f6a640d2046b13fcf33328,2,2,1,1,0.4491299832328555,0.26577028084903564,0.6370704318783377
67f6a640d2046b13fcf33328,2,3,2,1,0.6582194635164176,0.26577028084903564,0.6370704318783377
67f6a640d2046b13fcf33328,2,4,3,0,0.6582194635164176,0.5444561880826395,0.6370704318783377
67f6a640d2046b13fcf33328,2,5,3,0,0.6582194635164176,0.5444561880826395,0.39526252538535145
67f6a640d2046b13fcf33328,2,6,3,0,0.6582194635164176,0.5444561880826395,0.2452357795409342
67f6a640d2046b13fcf33328,2,7,2,0,0.6582194635164176,0.5444561880826395,0.15215352761390016
67f6a640d2046b13fcf33328,2,8,1,0,0.6582194635164176,0.3378011552482983,0.15215352761390016
67f6a640d2046b13fcf33328,2,9,1,0,0.40838418232570917,0.3378011552482983,0.15215352761390016
67f6a640d2046b13fcf33328,2,10,3,0,0.2533769504379325,0.3378011552482983,0.15215352761390016
67f6a640d2046b13fcf33328,2,11,2,0,0.2533769504379325,0.3378011552482983,0.09440178757845108
67f6a640d2046b13fcf33328,2,12,1,0,0.2533769504379325,0.20958457813906656,0.09440178757845108
67f6a640d2046b13fcf33328,2,13,3,1,0.15720461711271122,0.20958457813906656,0.09440178757845108
67f6a640d2046b13fcf33328,2,14,3,1,0.15720461711271122,0.20958457813906656,0.4927986224973592
67f6a640d2046b13fcf33328,2,15,3,0,0.15720461711271122,0.20958457813906656,0.651396341035287
67f6a640d2046b13fcf33328,2,16,2,0,0.15720461711271122,0.20958457813906656,0.4041508597652612
67f6a640d2046b13fcf33328,2,17,1,0,0.15720461711271122,0.13003417754536467,0.4041508597652612
67f6a640d2046b13fcf33328,2,18,2,0,0.0975356740242036,0.13003417754536467,0.4041508597652612
67f6a640d2046b13fcf33328,2,19,3,0,0.0975356740242036,0.0806781084807643,0.4041508597652612
67f6a640d2046b13fcf33328,2,20,3,1,0.0975356740242036,0.0806781084807643,0.25075043743724645
67f6a640d2046b13fcf33328,2,21,2,0,0.0975356740242036,0.0806781084807643,0.5351373106936507
67f6a640d2046b13fcf33328,2,22,2,1,0.0975356740242036,0.05005574158521839,0.5351373106936507
67f6a640d2046b13fcf33328,2,23,1,1,0.0975356740242036,0.4804453914601473,0.5351373106936507
67f6a640d2046b13fcf33328,2,24,3,1,0.48910302121571003,0.4804453914601473,0.5351373106936507
67f6a640d2046b13fcf33328,2,25,2,0,0.48910302121571003,0.4804453914601473,0.711581653536057
67f6a640d2046b13fcf33328,3,1,3,1,0.48910302121571003,0.2547691316508164,0.711581653536057
67f6a640d2046b13fcf33328,3,2,1,1,0.48910302121571003,0.2547691316508164,0.8210543790758309
67f6a640d2046b13fcf33328,3,3,2,1,0.652602708569108,0.2547691316508164,0.8210543790758309
67f6a640d2046b13fcf33328,3,4,3,0,0.652602708569108,0.5376270800553173,0.8210543790758309
67f6a640d2046b13fcf33328,3,5,2,0,0.652602708569108,0.5376270800553173,0.49792078809466256
67f6a640d2046b13fcf33328,3,6,1,0,0.652602708569108,0.3321677560685272,0.49792078809466256
67f6a640d2046b13fcf33328,3,7,3,0,0.40489933568604314,0.3321677560685272,0.49792078809466256
67f6a640d2046b13fcf33328,3,8,3,0,0.40489933568604314,0.3321677560685272,0.31605910526552394
67f6a640d2046b13fcf33328,3,9,3,0,0.40489933568604314,0.3321677560685272,0.19609499025696378
67f6a640d2046b13fcf33328,3,10,2,0,0.40489933568604314,0.3321677560685272,0.12166472841867357
67f6a640d2046b13fcf33328,3,11,2,1,0.40489933568604314,0.20695576104612778,0.12166472841867357
67f6a640d2046b13fcf33328,3,12,1,0,0.40489933568604314,0.5079654415810694,0.12166472841867357
67f6a640d2046b13fcf33328,3,13,2,0,0.2512148201301828,0.5079654415810694,0.12166472841867357
67f6a640d2046b13fcf33328,3,14,3,0,0.2512148201301828,0.3151609197283851,0.12166472841867357
67f6a640d2046b13fcf33328,3,15,1,1,0.2512148201301828,0.3151609197283851,0.07548538656064095
67f6a640d2046b13fcf33328,3,16,3,0,0.5354254312323683,0.3151609197283851,0.07548538656064095
67f6a640d2046b13fcf33328,3,17,2,0,0.5354254312323683,0.3151609197283851,0.046833981044791625
67f6a640d2046b13fcf33328,3,18,2,1,0.5354254312323683,0.19553772205711684,0.046833981044791625
67f6a640d2046b13fcf33328,3,19,1,1,0.5354254312323683,0.5008812595199766,0.046833981044791625
